"","YYYY","MM","DD","ATMP"
"5317",2012,"01","01","23.2"
"5318",2012,"01","02","20.4"
"5319",2012,"01","03","13.7"
"5320",2012,"01","04","9.1"
"5321",2012,"01","05","14.3"
"5322",2012,"01","06","15.2"
"5323",2012,"01","07","18.2"
"5324",2012,"01","08","19.8"
"5325",2012,"01","09","22.7"
"5326",2012,"01","10","22.7"
"5327",2012,"01","11","23.3"
"5328",2012,"01","12","21.2"
"5329",2012,"01","13","21.2"
"5330",2012,"01","14","15.2"
"5331",2012,"01","15","16.4"
"5332",2012,"01","16","19.8"
"5333",2012,"01","17","21.9"
"5334",2012,"01","18","22.7"
"5335",2012,"01","19","20.0"
"5336",2012,"01","20","21.8"
"5337",2012,"01","21","21.6"
"5338",2012,"01","22","21.0"
"5339",2012,"01","23","23.3"
"5340",2012,"01","24","23.4"
"5341",2012,"01","25","23.5"
"5342",2012,"01","26","23.5"
"5343",2012,"01","27","24.4"
"5344",2012,"01","28","22.6"
"5345",2012,"01","29","21.0"
"5346",2012,"01","30","22.6"
"5347",2012,"01","31","22.8"
"5348",2012,"02","01","23.2"
"5349",2012,"02","02","23.5"
"5350",2012,"02","03","23.4"
"5351",2012,"02","04","23.5"
"5352",2012,"02","05","24.0"
"5353",2012,"02","06","21.5"
"5354",2012,"02","07","22.2"
"5355",2012,"02","08","21.2"
"5356",2012,"02","09","20.3"
"5357",2012,"02","10","23.3"
"5358",2012,"02","11","20.6"
"5359",2012,"02","12","11.9"
"5360",2012,"02","13","12.6"
"5361",2012,"02","14","21.0"
"5362",2012,"02","15","22.4"
"5363",2012,"02","16","23.2"
"5364",2012,"02","17","23.1"
"5365",2012,"02","18","23.2"
"5366",2012,"02","19","24.2"
"5367",2012,"02","20","19.6"
"5368",2012,"02","21","21.3"
"5369",2012,"02","22","22.6"
"5370",2012,"02","23","23.4"
"5371",2012,"02","24","24.2"
"5372",2012,"02","25","24.0"
"5373",2012,"02","26","23.9"
"5374",2012,"02","27","24.5"
"5375",2012,"02","28","24.2"
"5376",2012,"02","29","24.2"
"5377",2012,"03","01","24.4"
"5378",2012,"03","02","24.7"
"5379",2012,"03","03","24.9"
"5380",2012,"03","04","25.5"
"5381",2012,"03","05","15.0"
"5382",2012,"03","06","21.7"
"5383",2012,"03","07","22.7"
"5384",2012,"03","08","23.7"
"5385",2012,"03","09","24.0"
"5386",2012,"03","10","24.0"
"5387",2012,"03","11","24.0"
"5388",2012,"03","12","23.2"
"5389",2012,"03","13","23.2"
"5390",2012,"03","14","23.3"
"5391",2012,"03","15","23.6"
"5392",2012,"03","16","23.2"
"5393",2012,"03","17","23.6"
"5394",2012,"03","18","23.3"
"5395",2012,"03","19","23.4"
"5396",2012,"03","20","23.4"
"5397",2012,"03","21","24.3"
"5398",2012,"03","22","24.1"
"5399",2012,"03","23","23.9"
"5400",2012,"03","24","24.1"
"5401",2012,"03","25","24.8"
"5402",2012,"03","26","20.9"
"5403",2012,"03","27","22.0"
"5404",2012,"03","28","23.5"
"5405",2012,"03","29","23.1"
"5406",2012,"03","30","23.9"
"5407",2012,"03","31","24.7"
"5408",2012,"04","01","23.8"
"5409",2012,"04","02","22.9"
"5410",2012,"04","03","24.3"
"5411",2012,"04","04","25.6"
"5412",2012,"04","05","21.9"
"5413",2012,"04","06","25.6"
"5414",2012,"04","07","21.2"
"5415",2012,"04","08","23.2"
"5416",2012,"04","09","23.8"
"5417",2012,"04","10","24.2"
"5418",2012,"04","11","24.4"
"5419",2012,"04","12","22.2"
"5420",2012,"04","13","24.7"
"5421",2012,"04","14","24.5"
"5422",2012,"04","15","23.5"
"5423",2012,"04","16","23.6"
"5424",2012,"04","17","24.0"
"5425",2012,"04","18","24.1"
"5426",2012,"04","19","24.6"
"5427",2012,"04","20","25.3"
"5428",2012,"04","21","20.6"
"5429",2012,"04","22","24.5"
"5430",2012,"04","23","21.6"
"5431",2012,"04","24","18.5"
"5432",2012,"04","25","18.4"
"5433",2012,"04","26","22.5"
"5434",2012,"04","27","24.3"
"5435",2012,"04","28","23.3"
"5436",2012,"04","29","23.0"
"5437",2012,"04","30","23.8"
"5438",2012,"05","01","24.8"
"5439",2012,"05","02","25.0"
"5440",2012,"05","03","24.9"
"5441",2012,"05","04","24.7"
"5442",2012,"05","05","24.9"
"5443",2012,"05","06","25.5"
"5444",2012,"05","07","25.5"
"5445",2012,"05","08","25.9"
"5446",2012,"05","09","26.4"
"5447",2012,"05","10","26.3"
"5448",2012,"05","11","24.9"
"5449",2012,"05","12","26.3"
"5450",2012,"05","13","26.0"
"5451",2012,"05","14","25.9"
"5452",2012,"05","15","26.6"
"5453",2012,"05","16","25.1"
"5454",2012,"05","17","22.6"
"5455",2012,"05","18","26.2"
"5456",2012,"05","19","25.7"
"5457",2012,"05","20","25.4"
"5458",2012,"05","21","26.6"
"5459",2012,"05","22","26.3"
"5460",2012,"05","23","22.6"
"5461",2012,"05","24","24.3"
"5462",2012,"05","25","26.2"
"5463",2012,"05","26","26.6"
"5464",2012,"05","27","27.0"
"5465",2012,"05","28","27.2"
"5466",2012,"05","29","27.5"
"5467",2012,"05","30","27.8"
"5468",2012,"06","01","22.1"
"5469",2012,"06","02","27.2"
"5470",2012,"06","03","26.6"
"5471",2012,"06","04","27.4"
"5472",2012,"06","05","27.7"
"5473",2012,"06","06","28.2"
"5474",2012,"06","07","27.6"
"5475",2012,"06","08","27.6"
"5476",2012,"06","09","26.8"
"5477",2012,"06","10","28.4"
"5478",2012,"06","11","27.6"
"5479",2012,"06","12","27.2"
"5480",2012,"06","13","26.6"
"5481",2012,"06","14","27.5"
"5482",2012,"06","15","28.2"
"5483",2012,"06","16","27.2"
"5484",2012,"06","17","26.9"
"5485",2012,"06","18","27.2"
"5486",2012,"06","19","27.4"
"5487",2012,"06","20","27.2"
"5488",2012,"06","21","26.0"
"5489",2012,"06","22","26.7"
"5490",2012,"06","23","27.4"
"5491",2012,"06","24","27.9"
"5492",2012,"06","25","27.8"
"5493",2012,"06","26","27.7"
"5494",2012,"06","27","27.8"
"5495",2012,"06","28","27.6"
"5496",2012,"06","29","27.5"
"5497",2012,"06","30","27.2"
"5498",2012,"07","01","28.3"
"5499",2012,"07","02","28.4"
"5500",2012,"07","03","28.4"
"5501",2012,"07","04","28.4"
"5502",2012,"07","05","27.8"
"5503",2012,"07","06","28.2"
"5504",2012,"07","07","28.4"
"5505",2012,"07","08","28.0"
"5506",2012,"07","09","27.3"
"5507",2012,"07","10","25.8"
"5508",2012,"07","11","24.6"
"5509",2012,"07","12","25.0"
"5510",2012,"07","13","25.8"
"5511",2012,"07","14","28.0"
"5512",2012,"07","15","25.9"
"5513",2012,"07","16","27.1"
"5514",2012,"07","17","28.1"
"5515",2012,"07","18","28.3"
"5516",2012,"07","19","28.4"
"5517",2012,"07","20","28.5"
"5518",2012,"07","21","28.7"
"5519",2012,"07","22","28.6"
"5520",2012,"07","23","27.9"
"5521",2012,"07","24","28.5"
"5522",2012,"07","25","28.1"
"5523",2012,"07","26","28.4"
"5524",2012,"07","27","28.8"
"5525",2012,"07","28","28.6"
"5526",2012,"07","29","28.6"
"5527",2012,"07","30","28.6"
"5528",2012,"07","31","28.8"
"5529",2012,"08","01","28.9"
"5530",2012,"08","02","28.8"
"5531",2012,"08","03","29.3"
"5532",2012,"08","04","28.6"
"5533",2012,"08","05","29.2"
"5534",2012,"08","06","27.8"
"5535",2012,"08","07","28.9"
"5536",2012,"08","08","28.8"
"5537",2012,"08","09","28.8"
"5538",2012,"08","10","28.1"
"5539",2012,"08","11","27.7"
"5540",2012,"08","12","28.1"
"5541",2012,"08","13","28.4"
"5542",2012,"08","14","28.5"
"5543",2012,"08","15","28.9"
"5544",2012,"08","16","29.3"
"5545",2012,"08","17","29.2"
"5546",2012,"08","18","28.9"
"5547",2012,"08","19","28.9"
"5548",2012,"08","20","29.3"
"5549",2012,"08","21","29.1"
"5550",2012,"08","22","28.1"
"5551",2012,"08","23","29.2"
"5552",2012,"08","24","28.9"
"5553",2012,"08","25","24.9"
"5554",2012,"08","26","28.1"
"5555",2012,"08","27","27.4"
"5556",2012,"08","28","28.2"
"5557",2012,"08","29","28.2"
"5558",2012,"08","30","28.0"
"5559",2012,"08","31","28.3"
"5560",2012,"09","01","28.3"
"5561",2012,"09","02","28.3"
"5562",2012,"09","03","27.8"
"5563",2012,"09","04","27.7"
"5564",2012,"09","05","28.2"
"5565",2012,"09","06","28.3"
"5566",2012,"09","07","28.2"
"5567",2012,"09","08","28.4"
"5568",2012,"09","09","28.5"
"5569",2012,"09","10","28.3"
"5570",2012,"09","11","28.9"
"5571",2012,"09","12","28.6"
"5572",2012,"09","13","28.4"
"5573",2012,"09","14","28.3"
"5574",2012,"09","15","28.3"
"5575",2012,"09","16","24.4"
"5576",2012,"09","17","26.9"
"5577",2012,"09","18","28.4"
"5578",2012,"09","19","26.8"
"5579",2012,"09","20","28.2"
"5580",2012,"09","21","26.8"
"5581",2012,"09","22","25.9"
"5582",2012,"09","23","26.1"
"5583",2012,"09","24","27.2"
"5584",2012,"09","25","28.1"
"5585",2012,"09","26","28.1"
"5586",2012,"09","27","28.0"
"5587",2012,"09","28","28.2"
"5588",2012,"09","29","28.0"
"5589",2012,"09","30","25.1"
"5590",2012,"10","01","27.3"
"5591",2012,"10","02","27.1"
"5592",2012,"10","03","28.5"
"5593",2012,"10","04","28.6"
"5594",2012,"10","05","28.4"
"5595",2012,"10","06","28.2"
"5596",2012,"10","07","28.3"
"5597",2012,"10","08","28.3"
"5598",2012,"10","09","28.0"
"5599",2012,"10","10","27.8"
"5600",2012,"10","11","27.0"
"5601",2012,"10","12","27.0"
"5602",2012,"10","13","23.7"
"5603",2012,"10","14","27.3"
"5604",2012,"10","15","27.4"
"5605",2012,"10","16","25.9"
"5606",2012,"10","17","27.6"
"5607",2012,"10","18","24.3"
"5608",2012,"10","19","28.0"
"5609",2012,"10","20","26.8"
"5610",2012,"10","21","26.2"
"5611",2012,"10","22","27.0"
"5612",2012,"10","23","26.7"
"5613",2012,"10","24","27.2"
"5614",2012,"10","25","26.1"
"5615",2012,"10","26","22.6"
"5616",2012,"10","27","24.0"
"5617",2012,"10","28","23.3"
"5618",2012,"10","29","19.6"
"5619",2012,"10","30","20.1"
"5620",2012,"10","31","19.9"
"5621",2012,"11","01","21.5"
"5622",2012,"11","02","23.2"
"5623",2012,"11","03","22.0"
"5624",2012,"11","04","22.8"
"5625",2012,"11","05","22.7"
"5626",2012,"11","06","23.7"
"5627",2012,"11","07","21.2"
"5628",2012,"11","08","17.4"
"5629",2012,"11","09","17.0"
"5630",2012,"11","10","23.0"
"5631",2012,"11","11","24.2"
"5632",2012,"11","12","24.6"
"5633",2012,"11","13","24.9"
"5634",2012,"11","14","24.8"
"5635",2012,"11","15","24.3"
"5636",2012,"11","16","20.9"
"5637",2012,"11","17","20.5"
"5638",2012,"11","18","21.6"
"5639",2012,"11","19","19.5"
"5640",2012,"11","20","15.8"
"5641",2012,"11","21","17.7"
"5642",2012,"11","22","16.4"
"5643",2012,"11","23","16.0"
"5644",2012,"11","24","16.9"
"5645",2012,"11","25","16.3"
"5646",2012,"11","26","23.6"
"5647",2012,"11","27","23.9"
"5648",2012,"11","28","22.6"
"5649",2012,"11","29","20.8"
"5650",2012,"11","30","23.8"
"5651",2012,"12","01","24.1"
"5652",2012,"12","02","23.8"
"5653",2012,"12","03","23.9"
"5654",2012,"12","04","23.4"
"5655",2012,"12","05","23.7"
"5656",2012,"12","06","24.0"
"5657",2012,"12","07","24.2"
"5658",2012,"12","08","25.0"
"5659",2012,"12","09","25.6"
"5660",2012,"12","10","25.7"
"5661",2012,"12","11","25.6"
"5662",2012,"12","12","25.6"
"5663",2012,"12","13","25.1"
"5664",2012,"12","14","20.3"
"5665",2012,"12","15","24.2"
"5666",2012,"12","16","24.3"
"5667",2012,"12","17","24.6"
"5668",2012,"12","18","23.6"
"5669",2012,"12","19","22.7"
"5670",2012,"12","20","24.6"
"5671",2012,"12","21","24.4"
"5672",2012,"12","22","11.4"
"5673",2012,"12","23","15.0"
"5674",2012,"12","24","22.3"
"5675",2012,"12","25","23.1"
"5676",2012,"12","26","24.6"
"5677",2012,"12","27","16.5"
"5678",2012,"12","28","22.9"
"5679",2012,"12","29","25.1"
"5680",2012,"12","30","14.2"
"5681",2012,"12","31","21.1"
"5682",2013,"01","01","23.0"
"5683",2013,"01","02","23.4"
"5684",2013,"01","03","23.9"
"5685",2013,"01","04","24.0"
"5686",2013,"01","05","24.5"
"5687",2013,"01","06","24.5"
"5688",2013,"01","07","24.3"
"5689",2013,"01","08","24.7"
"5690",2013,"01","09","24.8"
"5691",2013,"01","10","24.4"
"5692",2013,"01","11","24.6"
"5693",2013,"01","12","24.1"
"5694",2013,"01","13","24.0"
"5695",2013,"01","14","23.5"
"5696",2013,"01","15","24.1"
"5697",2013,"01","16","24.0"
"5698",2013,"01","17","24.5"
"5699",2013,"01","18","15.8"
"5700",2013,"01","19","18.8"
"5701",2013,"01","20","20.7"
"5702",2013,"01","21","23.1"
"5703",2013,"01","22","18.6"
"5704",2013,"01","23","21.8"
"5705",2013,"01","24","19.1"
"5706",2013,"01","25","21.8"
"5707",2013,"01","26","20.6"
"5708",2013,"01","27","23.5"
"5709",2013,"01","28","23.2"
"5710",2013,"01","29","23.8"
"5711",2013,"01","30","23.4"
"5712",2013,"01","31","24.7"
"5713",2013,"02","01","15.7"
"5714",2013,"02","02","20.7"
"5715",2013,"02","03","18.4"
"5716",2013,"02","04","17.1"
"5717",2013,"02","05","21.8"
"5718",2013,"02","06","23.1"
"5719",2013,"02","07","22.7"
"5720",2013,"02","08","23.7"
"5721",2013,"02","09","19.9"
"5722",2013,"02","10","22.8"
"5723",2013,"02","11","22.9"
"5724",2013,"02","12","23.7"
"5725",2013,"02","13","24.3"
"5726",2013,"02","14","24.4"
"5727",2013,"02","15","20.9"
"5728",2013,"02","16","19.6"
"5729",2013,"02","17","11.2"
"5730",2013,"02","18","13.0"
"5731",2013,"02","19","21.8"
"5732",2013,"02","20","21.1"
"5733",2013,"02","21","23.7"
"5734",2013,"02","22","23.8"
"5735",2013,"02","23","24.3"
"5736",2013,"02","24","24.1"
"5737",2013,"02","25","24.8"
"5738",2013,"02","26","25.0"
"5739",2013,"02","27","24.6"
"5740",2013,"02","28","19.3"
"5741",2013,"03","01","18.6"
"5742",2013,"03","02","14.3"
"5743",2013,"03","03","11.4"
"5744",2013,"03","04","10.7"
"5745",2013,"03","05","19.1"
"5746",2013,"03","06","19.3"
"5747",2013,"03","07","11.5"
"5748",2013,"03","08","15.9"
"5749",2013,"03","09","17.7"
"5750",2013,"03","10","20.7"
"5751",2013,"03","11","21.7"
"5752",2013,"03","12","23.1"
"5753",2013,"03","13","17.1"
"5754",2013,"03","14","14.5"
"5755",2013,"03","15","15.8"
"5756",2013,"03","16","18.7"
"5757",2013,"03","17","21.4"
"5758",2013,"03","18","23.2"
"5759",2013,"03","19","21.9"
"5760",2013,"03","20","21.9"
"5761",2013,"03","21","18.8"
"5762",2013,"03","22","22.6"
"5763",2013,"03","23","24.0"
"5764",2013,"03","24","24.7"
"5765",2013,"03","25","24.5"
"5766",2013,"03","26","15.4"
"5767",2013,"03","27","11.0"
"5768",2013,"03","28","15.4"
"5769",2013,"03","29","18.1"
"5770",2013,"03","30","20.9"
"5771",2013,"03","31","22.5"
"5772",2013,"04","01","22.6"
"5773",2013,"04","02","22.2"
"5774",2013,"04","03","23.8"
"5775",2013,"04","04","24.3"
"5776",2013,"04","05","21.5"
"5777",2013,"04","06","17.2"
"5778",2013,"04","07","23.4"
"5779",2013,"04","08","23.3"
"5780",2013,"04","09","24.2"
"5781",2013,"04","10","24.8"
"5782",2013,"04","11","25.1"
"5784",2013,"04","13","25.9"
"5785",2013,"04","14","25.9"
"5786",2013,"04","15","26.1"
"5787",2013,"04","16","26.5"
"5788",2013,"04","17","26.2"
"5789",2013,"04","18","25.9"
"5790",2013,"04","19","26.5"
"5791",2013,"04","20","25.6"
"5792",2013,"04","21","25.8"
"5793",2013,"04","22","23.5"
"5794",2013,"04","23","23.2"
"5795",2013,"04","24","24.6"
"5796",2013,"04","25","24.7"
"5797",2013,"04","26","24.3"
"5798",2013,"04","27","24.1"
"5799",2013,"04","28","24.9"
"5800",2013,"04","29","24.9"
"5801",2013,"04","30","25.9"
"5802",2013,"05","01","26.3"
"5803",2013,"05","02","24.3"
"5804",2013,"05","03","25.1"
"5805",2013,"05","04","23.8"
"5806",2013,"05","05","22.1"
"5807",2013,"05","06","21.0"
"5808",2013,"05","07","21.8"
"5809",2013,"05","08","22.7"
"5810",2013,"05","09","23.3"
"5811",2013,"05","10","25.8"
"5812",2013,"05","11","26.8"
"5813",2013,"05","12","26.5"
"5814",2013,"05","13","26.5"
"5815",2013,"05","14","25.4"
"5816",2013,"05","15","24.6"
"5817",2013,"05","16","24.5"
"5819",2013,"05","18","26.5"
"5820",2013,"05","19","26.3"
"5821",2013,"05","20","26.0"
"5822",2013,"05","21","25.6"
"5823",2013,"05","23","26.6"
"5824",2013,"05","24","26.9"
"5825",2013,"05","25","26.8"
"5826",2013,"05","26","26.1"
"5827",2013,"05","27","26.5"
"5828",2013,"05","28","25.5"
"5829",2013,"05","29","25.1"
"5830",2013,"05","30","25.0"
"5831",2013,"05","31","23.3"
"5832",2013,"06","01","26.0"
"5833",2013,"06","02","26.8"
"5834",2013,"06","03","25.9"
"5835",2013,"06","04","26.2"
"5836",2013,"06","05","27.1"
"5837",2013,"06","06","27.4"
"5838",2013,"06","07","27.2"
"5839",2013,"06","08","27.1"
"5840",2013,"06","09","27.3"
"5841",2013,"06","10","27.4"
"5842",2013,"06","11","27.4"
"5843",2013,"06","12","26.9"
"5844",2013,"06","13","27.3"
"5845",2013,"06","14","27.0"
"5846",2013,"06","15","27.1"
"5847",2013,"06","16","28.0"
"5848",2013,"06","17","27.9"
"5849",2013,"06","18","28.2"
"5850",2013,"06","19","27.9"
"5851",2013,"06","20","28.1"
"5852",2013,"06","21","28.0"
"5853",2013,"06","22","27.6"
"5854",2013,"06","23","27.6"
"5855",2013,"06","24","28.1"
"5856",2013,"06","25","28.0"
"5857",2013,"06","26","28.1"
"5858",2013,"06","27","27.2"
"5859",2013,"06","28","28.2"
"5860",2013,"06","29","27.9"
"5861",2013,"06","30","28.1"
"5862",2013,"07","01","28.6"
"5863",2013,"07","02","28.4"
"5864",2013,"07","03","27.4"
"5865",2013,"07","04","28.1"
"5866",2013,"07","05","27.9"
"5867",2013,"07","06","27.6"
"5868",2013,"07","07","27.9"
"5869",2013,"07","08","27.7"
"5870",2013,"07","09","27.4"
"5871",2013,"07","10","25.2"
"5872",2013,"07","11","27.8"
"5873",2013,"07","12","27.4"
"5874",2013,"07","13","27.3"
"5875",2013,"07","14","28.0"
"5876",2013,"07","15","23.0"
"5877",2013,"07","16","26.3"
"5878",2013,"07","17","26.2"
"5879",2013,"07","18","27.3"
"5880",2013,"07","19","27.7"
"5881",2013,"07","20","28.0"
"5882",2013,"07","21","28.0"
"5883",2013,"07","22","27.7"
"5884",2013,"07","23","27.7"
"5885",2013,"07","24","27.9"
"5886",2013,"07","25","28.3"
"5887",2013,"07","26","28.7"
"5888",2013,"07","27","28.0"
"5889",2013,"07","28","28.6"
"5890",2013,"07","29","29.1"
"5891",2013,"07","30","29.0"
"5892",2013,"07","31","28.8"
"5893",2013,"08","01","28.4"
"5894",2013,"08","02","27.1"
"5895",2013,"08","03","28.5"
"5896",2013,"08","04","28.8"
"5897",2013,"08","05","28.9"
"5898",2013,"08","06","26.0"
"5899",2013,"08","07","28.5"
"5900",2013,"08","08","29.2"
"5901",2013,"08","09","27.4"
"5902",2013,"08","10","28.7"
"5903",2013,"08","11","28.8"
"5904",2013,"08","12","28.6"
"5905",2013,"08","13","28.5"
"5906",2013,"08","14","28.6"
"5907",2013,"08","15","26.0"
"5908",2013,"08","16","28.8"
"5909",2013,"08","17","28.8"
"5910",2013,"08","18","28.9"
"5911",2013,"08","19","28.9"
"5912",2013,"08","20","27.9"
"5913",2013,"08","21","28.8"
"5914",2013,"08","22","28.7"
"5915",2013,"08","23","28.5"
"5916",2013,"08","24","28.7"
"5917",2013,"08","25","28.5"
"5918",2013,"08","26","28.2"
"5919",2013,"08","27","27.6"
"5920",2013,"08","28","23.4"
"5921",2013,"08","29","27.0"
"5922",2013,"08","30","28.3"
"5923",2013,"08","31","26.6"
"5924",2013,"09","01","28.5"
"5925",2013,"09","02","28.7"
"5926",2013,"09","03","28.7"
"5927",2013,"09","04","28.8"
"5928",2013,"09","05","29.0"
"5929",2013,"09","06","28.9"
"5930",2013,"09","07","28.8"
"5931",2013,"09","08","27.7"
"5932",2013,"09","09","28.1"
"5933",2013,"09","10","27.6"
"5934",2013,"09","11","27.5"
"5935",2013,"09","12","28.1"
"5936",2013,"09","13","27.7"
"5937",2013,"09","14","28.5"
"5938",2013,"09","15","28.5"
"5939",2013,"09","16","27.5"
"5940",2013,"09","17","27.8"
"5941",2013,"09","18","28.3"
"5942",2013,"09","19","27.8"
"5943",2013,"09","20","26.8"
"5944",2013,"09","21","27.6"
"5945",2013,"09","22","27.8"
"5946",2013,"09","23","28.4"
"5947",2013,"09","24","28.4"
"5948",2013,"09","25","28.6"
"5949",2013,"09","26","28.9"
"5950",2013,"09","27","27.8"
"5951",2013,"09","28","27.0"
"5952",2013,"09","29","27.7"
"5953",2013,"09","30","28.0"
"5954",2013,"10","01","28.0"
"5955",2013,"10","02","27.5"
"5956",2013,"10","03","28.1"
"5957",2013,"10","04","27.8"
"5958",2013,"10","05","27.7"
"5959",2013,"10","06","28.1"
"5960",2013,"10","07","28.0"
"5961",2013,"10","08","28.2"
"5962",2013,"10","09","27.2"
"5963",2013,"10","10","25.8"
"5964",2013,"10","11","27.3"
"5965",2013,"10","12","27.0"
"5966",2013,"10","13","26.8"
"5967",2013,"10","14","26.6"
"5968",2013,"10","15","25.0"
"5969",2013,"10","16","26.4"
"5970",2013,"10","17","27.2"
"5971",2013,"10","18","27.3"
"5972",2013,"10","19","27.0"
"5973",2013,"10","20","28.0"
"5974",2013,"10","21","28.0"
"5975",2013,"10","22","28.2"
"5976",2013,"10","23","28.1"
"5977",2013,"10","24","25.4"
"5978",2013,"10","25","26.5"
"5979",2013,"10","26","25.7"
"5980",2013,"10","27","25.3"
"5981",2013,"10","28","25.8"
"5982",2013,"10","29","26.2"
"5983",2013,"10","30","26.2"
"5984",2013,"10","31","26.6"
"5985",2013,"11","01","26.9"
"5986",2013,"11","02","26.4"
"5987",2013,"11","03","22.1"
"5988",2013,"11","04","25.0"
"5989",2013,"11","05","26.1"
"5990",2013,"11","06","26.3"
"5991",2013,"11","07","24.6"
"5992",2013,"11","08","23.3"
"5993",2013,"11","09","26.7"
"5994",2013,"11","10","26.0"
"5995",2013,"11","11","26.6"
"5996",2013,"11","12","26.6"
"5997",2013,"11","13","22.8"
"5998",2013,"11","14","23.4"
"5999",2013,"11","15","25.2"
"6000",2013,"11","16","25.8"
"6001",2013,"11","17","25.8"
"6002",2013,"11","18","25.9"
"6003",2013,"11","19","24.8"
"6004",2013,"11","20","26.0"
"6005",2013,"11","21","26.1"
"6006",2013,"11","22","25.5"
"6007",2013,"11","23","25.9"
"6008",2013,"11","24","24.9"
"6009",2013,"11","25","24.0"
"6010",2013,"11","26","25.6"
"6011",2013,"11","27","22.8"
"6012",2013,"11","28","13.5"
"6013",2013,"11","29","20.2"
"6014",2013,"11","30","19.4"
"6015",2013,"12","01","20.6"
"6016",2013,"12","02","19.1"
"6017",2013,"12","03","22.5"
"6018",2013,"12","04","24.9"
"6019",2013,"12","05","25.3"
"6020",2013,"12","06","25.7"
"6021",2013,"12","07","25.5"
"6022",2013,"12","08","25.3"
"6023",2013,"12","09","25.5"
"6024",2013,"12","10","25.6"
"6025",2013,"12","11","26.0"
"6026",2013,"12","12","25.7"
"6027",2013,"12","13","23.9"
"6028",2013,"12","14","25.3"
"6029",2013,"12","15","26.1"
"6030",2013,"12","16","20.5"
"6031",2013,"12","17","19.2"
"6032",2013,"12","18","21.1"
"6033",2013,"12","19","22.8"
"6034",2013,"12","20","24.8"
"6035",2013,"12","21","25.5"
"6036",2013,"12","22","25.7"
"6037",2013,"12","23","25.9"
"6038",2013,"12","24","24.3"
"6039",2013,"12","25","23.9"
"6040",2013,"12","26","24.6"
"6041",2013,"12","27","25.1"
"6042",2013,"12","28","25.1"
"6043",2013,"12","29","26.1"
"6044",2013,"12","30","24.7"
"6045",2013,"12","31","21.2"
"6046",2014,"01","01","25.0"
"6047",2014,"01","02","25.7"
"6048",2014,"01","03","19.3"
"6049",2014,"01","04","22.9"
"6050",2014,"01","05","25.2"
"6051",2014,"01","06","25.0"
"6052",2014,"01","07","12.1"
"6053",2014,"01","08","19.9"
"6054",2014,"01","09","24.1"
"6055",2014,"01","10","24.9"
"6056",2014,"01","11","25.5"
"6057",2014,"01","12","23.1"
"6058",2014,"01","13","24.4"
"6059",2014,"01","14","25.3"
"6060",2014,"01","15","22.1"
"6061",2014,"01","16","16.4"
"6062",2014,"01","17","11.2"
"6063",2014,"01","18","15.6"
"6064",2014,"01","19","10.4"
"6065",2014,"01","20","20.5"
"6066",2014,"01","21","21.8"
"6067",2014,"01","22","15.0"
"6068",2014,"01","23","12.7"
"6069",2014,"01","24","16.7"
"6070",2014,"01","25","18.1"
"6071",2014,"01","26","19.3"
"6072",2014,"01","27","23.3"
"6073",2014,"01","28","21.3"
"6074",2014,"01","29","24.3"
"6075",2014,"01","30","19.4"
"6076",2014,"01","31","24.9"
"6077",2014,"02","01","24.7"
"6078",2014,"02","02","24.5"
"6079",2014,"02","03","24.8"
"6080",2014,"02","04","24.6"
"6081",2014,"02","05","25.2"
"6082",2014,"02","06","24.7"
"6083",2014,"02","07","24.3"
"6084",2014,"02","08","24.8"
"6085",2014,"02","09","22.6"
"6086",2014,"02","10","22.5"
"6087",2014,"02","11","23.7"
"6088",2014,"02","12","24.7"
"6089",2014,"02","13","24.2"
"6090",2014,"02","14","13.9"
"6091",2014,"02","15","20.2"
"6092",2014,"02","16","15.5"
"6093",2014,"02","17","22.1"
"6094",2014,"02","18","22.8"
"6095",2014,"02","19","23.1"
"6096",2014,"02","20","24.1"
"6097",2014,"02","21","25.0"
"6098",2014,"02","22","24.9"
"6099",2014,"02","23","24.8"
"6100",2014,"02","24","23.2"
"6101",2014,"02","25","23.2"
"6102",2014,"02","26","22.0"
"6103",2014,"02","27","24.8"
"6104",2014,"02","28","20.6"
"6105",2014,"03","01","19.0"
"6106",2014,"03","02","22.8"
"6107",2014,"03","03","23.5"
"6108",2014,"03","04","21.9"
"6109",2014,"03","05","24.5"
"6110",2014,"03","06","24.6"
"6111",2014,"03","07","23.5"
"6112",2014,"03","08","15.9"
"6113",2014,"03","09","19.5"
"6114",2014,"03","10","21.1"
"6115",2014,"03","11","22.1"
"6116",2014,"03","12","24.3"
"6117",2014,"03","13","21.0"
"6118",2014,"03","14","20.5"
"6119",2014,"03","15","22.4"
"6120",2014,"03","16","23.6"
"6121",2014,"03","17","24.7"
"6122",2014,"03","18","25.1"
"6123",2014,"03","19","21.3"
"6124",2014,"03","20","24.3"
"6125",2014,"03","21","19.9"
"6126",2014,"03","22","24.1"
"6127",2014,"03","23","24.3"
"6128",2014,"03","24","22.9"
"6129",2014,"03","25","21.6"
"6130",2014,"03","26","15.4"
"6131",2014,"03","27","21.1"
"6132",2014,"03","28","23.7"
"6133",2014,"03","29","24.9"
"6134",2014,"03","30","23.4"
"6135",2014,"03","31","18.5"
"6136",2014,"04","01","22.6"
"6137",2014,"04","02","22.4"
"6138",2014,"04","03","23.2"
"6139",2014,"04","04","24.0"
"6140",2014,"04","05","24.4"
